sec,nanosec,frame_id,name0,name1,name2,name3,name4,position0,position1,position2,position3,position4,velocity0,velocity1,velocity2,velocity3,velocity4,effort0,effort1,effort2,effort3,effort4
624,297000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232340838823e-06,8.210037613398669e-05,1.286533182209837e-07,-0.00010235767741217927,-1.44088292924978e-09,0.003480571713953137,0.08210037617061834,6.277310324216279e-06,-0.1023576774587724,-1.2055254898661403e-06,0.0,0.0,0.0,0.0,0.0
624,355000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232323075254e-06,8.210037613487486e-05,1.286533182209837e-07,-0.00010235767741217927,-1.440882932507769e-09,0.0034805717139203872,0.0821003761703406,6.277310366256958e-06,-0.10235767745841465,-1.2055254886062802e-06,0.0,0.0,0.0,0.0,0.0
624,366000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.480723231419347e-06,8.210037613398669e-05,1.286533182209837e-07,-0.00010235767741217927,-1.4408829340662883e-09,0.003480571713891677,0.08210037617049909,6.2773103036163814e-06,-0.10235767745895898,-1.2055254881373719e-06,0.0,0.0,0.0,0.0,0.0
624,384000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232305311686e-06,8.210037613576304e-05,1.286533182209837e-07,-0.00010235767741395563,-1.440882929377683e-09,0.0034805717138429414,0.08210037617068182,6.2773103260066666e-06,-0.10235767745894597,-1.2055254881574876e-06,0.0,0.0,0.0,0.0,0.0
624,465000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232287548118e-06,8.210037613487486e-05,1.286533182209837e-07,-0.00010235767741395563,-1.4408829324495524e-09,0.003480571714091465,0.08210037617023855,6.277310351474103e-06,-0.10235767745888304,-1.2055254876941327e-06,0.0,0.0,0.0,0.0,0.0
624,479000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232287548118e-06,8.210037613665122e-05,1.286533182209837e-07,-0.00010235767741217927,-1.4408829352934537e-09,0.0034805717141110234,0.08210037617042072,6.277310315324461e-06,-0.1023576774596134,-1.2055254893598763e-06,0.0,0.0,0.0,0.0,0.0
624,506000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232287548118e-06,8.210037613487486e-05,1.286533182209837e-07,-0.00010235767741217927,-1.440882932462678e-09,0.003480571713977923,0.08210037617057471,6.277310359508537e-06,-0.10235767745884822,-1.205525486224825e-06,0.0,0.0,0.0,0.0,0.0
624,650000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.480723225202098e-06,8.210037613487486e-05,1.286533182209837e-07,-0.00010235767741217927,-1.4408829293161753e-09,0.0034805717140812447,0.08210037617009108,6.277310344777775e-06,-0.10235767745847861,-1.2055254856940825e-06,0.0,0.0,0.0,0.0,0.0
624,689000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.4807232243139197e-06,8.210037613576304e-05,1.286533182209837e-07,-0.00010235767741217927,-1.4408829352069122e-09,0.003480571713990474,0.08210037617055489,6.27731034437602e-06,-0.10235767745880597,-1.2055254921065877e-06,0.0,0.0,0.0,0.0,0.0
624,758000000,,joint2,joint3,joint1,joint4,gripper_left_joint,3.480723222537563e-06,8.210037613665122e-05,1.286533182209837e-07,-0.00010235767741217927,-1.4408829319683558e-09,0.00348057171379199,0.08210037617104912,6.277310350423205e-06,-0.10235767745883781,-1.2055254895951249e-06,0.0,0.0,0.0,0.0,0.0
